10038,2,65,0
10038,3,80,0
10038,4,170,3
10038,5,95,0
10038,6,130,0
10039,1,105,2
10039,2,125,0
10039,3,100,0
10039,4,60,0
10039,5,100,0
10039,6,100,0
10040,1,65,0
10040,2,155,2
10040,3,120,0
10040,4,65,0
10040,5,90,0
10040,6,105,0
10041,1,95,0
10041,2,155,2
10041,3,109,0
10041,4,70,0
10041,5,130,0
10041,6,81,0
10042,1,80,0
10042,2,135,0
10042,3,85,0
10042,4,70,0
10042,5,95,0
10042,6,150,2
10043,1,106,0
10043,2,190,0
10043,3,100,0
10043,4,154,3
10043,5,100,0
10043,6,130,0
10044,1,106,0
10044,2,150,0
10044,3,70,0
10044,4,194,3
10044,5,120,0
10044,6,140,0
10045,1,90,0
10045,2,95,0
10045,3,105,0
10045,4,165,3
10045,5,110,0
10045,6,45,0
10046,1,70,0
10046,2,150,2
10046,3,140,0
10046,4,65,0
10046,5,100,0
10046,6,75,0
10047,1,80,0
10047,2,185,2
10047,3,115,0
10047,4,40,0
10047,5,105,0
10047,6,75,0
10048,1,75,0
10048,2,90,0
10048,3,90,0
10048,4,140,2
10048,5,90,0
10048,6,115,0
10049,1,100,0
10049,2,164,3
10049,3,150,0
10049,4,95,0
10049,5,120,0
10049,6,71,0
10050,1,80,0
10050,2,160,3
10050,3,80,0
10050,4,130,0
10050,5,80,0
10050,6,100,0
10051,1,68,0
10051,2,85,0
10051,3,65,0
10051,4,165,3
10051,5,135,0
10051,6,100,0
10052,1,50,0
10052,2,105,1
10052,3,125,1
10052,4,55,0
10052,5,95,0
10052,6,50,0
10053,1,70,0
10053,2,140,0
10053,3,230,3
10053,4,60,0
10053,5,80,0
10053,6,50,0
10054,1,60,0
10054,2,100,0
10054,3,85,0
10054,4,80,0
10054,5,85,0
10054,6,100,2
10055,1,70,0
10055,2,75,0
10055,3,80,0
10055,4,135,0
10055,5,80,0
10055,6,135,2
10056,1,64,0
10056,2,165,2
10056,3,75,0
10056,4,93,0
10056,5,83,0
10056,6,75,0
10057,1,65,0
10057,2,150,2
10057,3,60,0
10057,4,115,0
10057,5,60,0
10057,6,115,0
10058,1,108,0
10058,2,170,3
10058,3,115,0
10058,4,120,0
10058,5,95,0
10058,6,92,0
10059,1,70,0
10059,2,145,1
10059,3,88,0
10059,4,140,1
10059,5,70,0
10059,6,112,0
10060,1,90,0
10060,2,132,1
10060,3,105,0
10060,4,132,1
10060,5,105,0
10060,6,30,0
10061,1,74,0
10061,2,65,0
10061,3,67,0
10061,4,125,0
10061,5,128,2
10061,6,92,0
10062,1,80,0
10062,2,100,0
10062,3,120,0
10062,4,140,0
10062,5,150,3
10062,6,110,0
10063,1,80,0
10063,2,130,0
10063,3,100,0
10063,4,160,3
10063,5,120,0
10063,6,110,0
10064,1,100,0
10064,2,150,3
10064,3,110,0
10064,4,95,0
10064,5,110,0
10064,6,70,0
10065,1,70,0
10065,2,110,0
10065,3,75,0
10065,4,145,0
10065,5,85,0
10065,6,145,3
10066,1,50,0
10066,2,85,1
10066,3,125,1
10066,4,85,0
10066,5,115,0
10066,6,20,0
10067,1,75,0
10067,2,110,0
10067,3,110,0
10067,4,110,0
10067,5,105,2
10067,6,80,0
10068,1,68,0
10068,2,165,3
10068,3,95,0
10068,4,65,0
10068,5,115,0
10068,6,110,0
10069,1,103,2
10069,2,60,0
10069,3,126,0
10069,4,80,0
10069,5,126,0
10069,6,50,0
10070,1,70,0
10070,2,140,2
10070,3,70,0
10070,4,110,0
10070,5,65,0
10070,6,105,0
10071,1,95,0
10071,2,75,0
10071,3,180,2
10071,4,130,0
10071,5,80,0
10071,6,30,0
10072,1,75,0
10072,2,125,0
10072,3,230,2
10072,4,55,0
10072,5,95,0
10072,6,30,0
10073,1,83,0
10073,2,80,0
10073,3,80,0
10073,4,135,0
10073,5,80,0
10073,6,121,3
10074,1,80,2
10074,2,120,0
10074,3,80,0
10074,4,120,0
10074,5,80,0
10074,6,100,0
10075,1,50,0
10075,2,160,0
10075,3,110,1
10075,4,160,0
10075,5,110,2
10075,6,110,0
10076,1,80,0
10076,2,145,0
10076,3,150,3
10076,4,105,0
10076,5,110,0
10076,6,110,0
10077,1,100,0
10077,2,150,0
10077,3,90,0
10077,4,180,3
10077,5,160,0
10077,6,90,0
10078,1,100,0
10078,2,180,3
10078,3,160,0
10078,4,150,0
10078,5,90,0
10078,6,90,0
10079,1,105,0
10079,2,180,2
10079,3,100,0
10079,4,180,1
10079,5,100,0
10079,6,115,0
10080,1,35,0
10080,2,55,0
10080,3,40,0
10080,4,50,0
10080,5,50,0
10080,6,90,2
10081,1,35,0
10081,2,55,0
10081,3,40,0
10081,4,50,0
10081,5,50,0
10081,6,90,2
10082,1,35,0
10082,2,55,0
10082,3,40,0
10082,4,50,0
10082,5,50,0
10082,6,90,2
10083,1,35,0
10083,2,55,0
10083,3,40,0
10083,4,50,0
10083,5,50,0
10083,6,90,2
10084,1,35,0
10084,2,55,0
10084,3,40,0
10084,4,50,0
10084,5,50,0
10084,6,90,2
10085,1,35,0
10085,2,55,0
10085,3,40,0
10085,4,50,0
10085,5,50,0
10085,6,90,2
10086,1,80,0
10086,2,160,0
10086,3,60,0
10086,4,170,3
10086,5,130,0
10086,6,80,0
10087,1,70,0
10087,2,120,1
10087,3,100,0
10087,4,145,1
10087,5,105,0
10087,6,20,0
10088,1,65,0
10088,2,136,0
10088,3,94,0
10088,4,54,0
10088,5,96,0
10088,6,135,2
10089,1,95,0
10089,2,145,3
10089,3,130,0
10089,4,120,0
10089,5,90,0
10089,6,120,0
10090,1,65,0
10090,2,150,2
10090,3,40,0
10090,4,15,0
10090,5,80,1
10090,6,145,0
10091,1,30,0
10091,2,56,0
10091,3,35,0
10091,4,25,0
10091,5,35,0
10091,6,72,1
10092,1,75,0
10092,2,71,0
10092,3,70,0
10092,4,40,0
10092,5,80,0
10092,6,77,2
10093,1,75,0
10093,2,71,0
10093,3,70,0
10093,4,40,0
10093,5,80,0
10093,6,77,2
10094,1,35,0
10094,2,55,0
10094,3,40,0
10094,4,50,0
10094,5,50,0
10094,6,90,2
10095,1,35,0
10095,2,55,0
10095,3,40,0
10095,4,50,0
10095,5,50,0
10095,6,90,2
10096,1,35,0
10096,2,55,0
10096,3,40,0
10096,4,50,0
10096,5,50,0
10096,6,90,2
10097,1,35,0
10097,2,55,0
10097,3,40,0
10097,4,50,0
10097,5,50,0
10097,6,90,2
10098,1,35,0
10098,2,55,0
10098,3,40,0
10098,4,50,0
10098,5,50,0
10098,6,90,2
10099,1,35,0
10099,2,55,0
10099,3,40,0
10099,4,50,0
10099,5,50,0
10099,6,90,2
10100,1,60,0
10100,2,85,0
10100,3,50,0
10100,4,95,0
10100,5,85,0
10100,6,110,3
10101,1,50,0
10101,2,75,0
10101,3,90,1
10101,4,10,0
10101,5,35,0
10101,6,40,0
10102,1,75,0
10102,2,100,0
10102,3,120,2
10102,4,25,0
10102,5,65,0
10102,6,65,0
10103,1,38,0
10103,2,41,0
10103,3,40,0
10103,4,50,0
10103,5,65,0
10103,6,65,1
10104,1,73,0
10104,2,67,0
10104,3,75,0
10104,4,81,0
10104,5,100,0
10104,6,109,2
10105,1,10,0
10105,2,55,0
10105,3,30,0
10105,4,35,0
10105,5,45,0
10105,6,90,1
10106,1,35,0
10106,2,100,2
10106,3,60,0
10106,4,50,0
10106,5,70,0
10106,6,110,0
10107,1,40,0
10107,2,35,0
10107,3,35,0
10107,4,50,0
10107,5,40,0
10107,6,90,1
10108,1,65,0
10108,2,60,0
10108,3,60,0
10108,4,75,0
10108,5,65,0
10108,6,115,2
10109,1,40,0
10109,2,80,0
10109,3,100,1
10109,4,30,0
10109,5,30,0
10109,6,20,0
10110,1,55,0
10110,2,95,0
10110,3,115,2
10110,4,45,0
10110,5,45,0
10110,6,35,0
10111,1,80,0
10111,2,120,0
10111,3,130,3
10111,4,55,0
10111,5,65,0
10111,6,45,0
10112,1,80,1
10112,2,80,0
10112,3,50,0
10112,4,40,0
10112,5,50,0
10112,6,25,0
10113,1,105,1
10113,2,105,1
10113,3,75,0
10113,4,65,0
10113,5,100,0
10113,6,50,0
10114,1,95,0
10114,2,105,0
10114,3,85,0
10114,4,125,2
10114,5,75,0
10114,6,45,0
10115,1,60,0
10115,2,80,0
10115,3,110,2
10115,4,50,0
10115,5,80,0
10115,6,45,0
10116,1,72,0
10116,2,95,0
10116,3,67,0
10116,4,103,0
10116,5,71,0
10116,6,122,3
10117,1,72,0
10117,2,145,0
10117,3,67,0
10117,4,153,0
10117,5,71,0
10117,6,132,3
10118,1,54,3
10118,2,100,0
10118,3,71,0
10118,4,61,0
10118,5,85,0
10118,6,115,0
10119,1,108,3
10119,2,100,0
10119,3,121,0
10119,4,81,0
10119,5,95,0
10119,6,95,0
10120,1,216,3
10120,2,100,0
10120,3,121,0
10120,4,91,0
10120,5,95,0
10120,6,85,0
10121,1,88,0
10121,2,110,2
10121,3,60,0
10121,4,55,0
10121,5,60,0
10121,6,45,0
10122,1,77,0
10122,2,70,0
10122,3,90,0
10122,4,145,3
10122,5,75,0
10122,6,43,0
10123,1,75,0
10123,2,70,0
10123,3,70,0
10123,4,98,2
10123,5,70,0
10123,6,93,0
10124,1,75,0
10124,2,70,0
10124,3,70,0
10124,4,98,2
10124,5,70,0
10124,6,93,0
10125,1,75,0
10125,2,70,0
10125,3,70,0
10125,4,98,2
10125,5,70,0
10125,6,93,0
10126,1,85,0
10126,2,115,2
10126,3,75,0
10126,4,55,0
10126,5,75,0
10126,6,82,0
10127,1,45,1
10127,2,140,0
10127,3,130,0
10127,4,140,0
10127,5,135,0
10127,6,30,0
10128,1,70,0
10128,2,105,2
10128,3,90,0
10128,4,80,0
10128,5,90,0
10128,6,45,0
10129,1,68,0
10129,2,64,0
10129,3,60,0
10129,4,111,0
10129,5,60,0
10129,6,117,2
10130,1,60,0
10130,2,60,0
10130,3,100,1
10130,4,60,0
10130,5,100,1
10130,6,60,0
10131,1,60,0
10131,2,60,0
10131,3,100,1
10131,4,60,0
10131,5,100,1
10131,6,60,0
10132,1,60,0
10132,2,60,0
10132,3,100,1
10132,4,60,0
10132,5,100,1
10132,6,60,0
10133,1,60,0
10133,2,60,0
10133,3,100,1
10133,4,60,0
10133,5,100,1
10133,6,60,0
10134,1,60,0
10134,2,60,0
10134,3,100,1
10134,4,60,0
10134,5,100,1
10134,6,60,0
10135,1,60,0
10135,2,60,0
10135,3,100,1
10135,4,60,0
10135,5,100,1
10135,6,60,0
10136,1,60,0
10136,2,100,1
10136,3,60,0
10136,4,100,1
10136,5,60,0
10136,6,120,0
10137,1,60,0
10137,2,100,1
10137,3,60,0
10137,4,100,1
10137,5,60,0
10137,6,120,0
10138,1,60,0
10138,2,100,1
10138,3,60,0
10138,4,100,1
10138,5,60,0
10138,6,120,0
10139,1,60,0
10139,2,100,1
10139,3,60,0
10139,4,100,1
10139,5,60,0
10139,6,120,0
10140,1,60,0
10140,2,100,1
10140,3,60,0
10140,4,100,1
10140,5,60,0
10140,6,120,0
10141,1,60,0
10141,2,100,1
10141,3,60,0
10141,4,100,1
10141,5,60,0
10141,6,120,0
10142,1,60,0
10142,2,100,1
10142,3,60,0
10142,4,100,1
10142,5,60,0
10142,6,120,0
10143,1,55,0
10143,2,90,0
10143,3,80,0
10143,4,50,0
10143,5,105,2
10143,6,96,0
10144,1,55,0
10144,2,90,0
10144,3,80,0
10144,4,50,0
10144,5,105,2
10144,6,96,0
10145,1,55,0
10145,2,90,0
10145,3,80,0
10145,4,50,0
10145,5,105,2
10145,6,96,0
10146,1,75,0
10146,2,110,0
10146,3,125,3
10146,4,100,0
10146,5,105,0
10146,6,85,0
10147,1,80,0
10147,2,95,0
10147,3,115,0
10147,4,130,3
10147,5,115,0
10147,6,65,0
10148,1,35,0
10148,2,55,0
10148,3,40,0
10148,4,50,0
10148,5,50,0
10148,6,90,2
10149,1,60,0
10149,2,80,0
10149,3,110,2
10149,4,50,0
10149,5,80,0
10149,6,45,0
10150,1,60,0
10150,2,55,0
10150,3,60,0
10150,4,95,0
10150,5,70,0
10150,6,124,2
10151,1,45,0
10151,2,65,1
10151,3,40,0
10151,4,30,0
10151,5,40,0
10151,6,60,0
10152,1,75,0
10152,2,117,2
10152,3,65,0
10152,4,55,0
10152,5,65,0
10152,6,110,0
10153,1,68,0
10153,2,70,0
10153,3,92,0
10153,4,50,0
10153,5,132,2
10153,6,42,0
10154,1,65,0
10154,2,98,2
10154,3,63,0
10154,4,40,0
10154,5,73,0
10154,6,96,0
10155,1,97,0
10155,2,157,3
10155,3,127,0
10155,4,113,0
10155,5,109,0
10155,6,77,0
10156,1,97,0
10156,2,113,0
10156,3,109,0
10156,4,157,3
10156,5,127,0
10156,6,77,0
10157,1,97,0
10157,2,167,1
10157,3,97,0
10157,4,167,1
10157,5,97,0
10157,6,129,1
