74	1	80
74	2	120
74	3	80
74	4	120
74	5	80
74	6	100
75	1	50
75	2	160
75	3	110
75	4	160
75	5	110
75	6	110
76	1	80
76	2	145
76	3	150
76	4	105
76	5	110
76	6	110
77	1	100
77	2	150
77	3	90
77	4	180
77	5	160
77	6	90
78	1	100
78	2	180
78	3	160
78	4	150
78	5	90
78	6	90
79	1	105
79	2	180
79	3	100
79	4	180
79	5	100
79	6	115
80	1	35
80	2	55
80	3	40
80	4	50
80	5	50
80	6	90
81	1	35
81	2	55
81	3	40
81	4	50
81	5	50
81	6	90
82	1	35
82	2	55
82	3	40
82	4	50
82	5	50
82	6	90
83	1	35
83	2	55
83	3	40
83	4	50
83	5	50
83	6	90
84	1	35
84	2	55
84	3	40
84	4	50
84	5	50
84	6	90
85	1	35
85	2	55
85	3	40
85	4	50
85	5	50
85	6	90
86	1	80
86	2	160
86	3	60
86	4	170
86	5	130
86	6	80
87	1	70
87	2	120
87	3	100
87	4	145
87	5	105
87	6	20
88	1	65
88	2	136
88	3	94
88	4	54
88	5	96
88	6	135
89	1	95
89	2	145
89	3	130
89	4	120
89	5	90
89	6	120
90	1	65
90	2	150
90	3	40
90	4	15
90	5	80
90	6	145
91	1	30
91	2	56
91	3	35
91	4	25
91	5	35
91	6	72
92	1	75
92	2	71
92	3	70
92	4	40
92	5	80
92	6	77
93	1	75
93	2	71
93	3	70
93	4	40
93	5	80
93	6	77
94	1	35
94	2	55
94	3	40
94	4	50
94	5	50
94	6	90
95	1	35
95	2	55
95	3	40
95	4	50
95	5	50
95	6	90
96	1	35
96	2	55
96	3	40
96	4	50
96	5	50
96	6	90
97	1	35
97	2	55
97	3	40
97	4	50
97	5	50
97	6	90
98	1	35
98	2	55
98	3	40
98	4	50
98	5	50
98	6	90
99	1	35
99	2	55
99	3	40
99	4	50
99	5	50
99	6	90
100	1	60
100	2	85
100	3	50
100	4	95
100	5	85
100	6	110
101	1	50
101	2	75
101	3	90
101	4	10
101	5	35
101	6	40
102	1	75
102	2	100
102	3	120
102	4	25
102	5	65
102	6	65
103	1	38
103	2	41
103	3	40
103	4	50
103	5	65
103	6	65
104	1	73
104	2	67
104	3	75
104	4	81
104	5	100
104	6	109
105	1	10
105	2	55
105	3	30
105	4	35
105	5	45
105	6	90
106	1	35
106	2	100
106	3	60
106	4	50
106	5	70
106	6	110
107	1	40
107	2	35
107	3	35
107	4	50
107	5	40
107	6	90
108	1	65
108	2	60
108	3	60
108	4	75
108	5	65
108	6	115
109	1	40
109	2	80
109	3	100
109	4	30
109	5	30
109	6	20
110	1	55
110	2	95
110	3	115
110	4	45
110	5	45
110	6	35
111	1	80
111	2	120
111	3	130
111	4	55
111	5	65
111	6	45
112	1	80
112	2	80
112	3	50
112	4	40
112	5	50
112	6	25
113	1	105
113	2	105
113	3	75
113	4	65
113	5	100
113	6	50
114	1	95
114	2	105
114	3	85
114	4	125
114	5	75
114	6	45
115	1	60
115	2	80
115	3	110
115	4	50
115	5	80
115	6	45
116	1	72
116	2	95
116	3	67
116	4	103
116	5	71
116	6	122
117	1	72
117	2	145
117	3	67
117	4	153
117	5	71
117	6	132
118	1	54
118	2	100
118	3	71
118	4	61
118	5	85
118	6	115
119	1	108
119	2	100
119	3	121
119	4	81
119	5	95
119	6	95
120	1	216
120	2	100
120	3	121
120	4	91
120	5	95
120	6	85
121	1	88
121	2	110
121	3	60
121	4	55
121	5	60
121	6	45
122	1	77
122	2	70
122	3	90
122	4	145
122	5	75
122	6	43
123	1	75
123	2	70
123	3	70
123	4	98
123	5	70
123	6	93
124	1	75
124	2	70
124	3	70
124	4	98
124	5	70
124	6	93
125	1	75
125	2	70
125	3	70
125	4	98
125	5	70
125	6	93
126	1	85
126	2	115
126	3	75
126	4	55
126	5	75
126	6	82
127	1	45
127	2	140
127	3	130
127	4	140
127	5	135
127	6	30
128	1	70
128	2	105
128	3	90
128	4	80
128	5	90
128	6	45
129	1	68
129	2	64
129	3	60
129	4	111
129	5	60
129	6	117
130	1	60
130	2	60
130	3	100
130	4	60
130	5	100
130	6	60
131	1	60
131	2	60
131	3	100
131	4	60
131	5	100
131	6	60
132	1	60
132	2	60
132	3	100
132	4	60
132	5	100
132	6	60
133	1	60
133	2	60
133	3	100
133	4	60
133	5	100
133	6	60
134	1	60
134	2	60
134	3	100
134	4	60
134	5	100
134	6	60
135	1	60
135	2	60
135	3	100
135	4	60
135	5	100
135	6	60
136	1	60
136	2	100
136	3	60
136	4	100
136	5	60
136	6	120
137	1	60
137	2	100
137	3	60
137	4	100
137	5	60
137	6	120
138	1	60
138	2	100
138	3	60
138	4	100
138	5	60
138	6	120
139	1	60
139	2	100
139	3	60
139	4	100
139	5	60
139	6	120
140	1	60
140	2	100
140	3	60
140	4	100
140	5	60
140	6	120
141	1	60
141	2	100
141	3	60
141	4	100
141	5	60
141	6	120
142	1	60
142	2	100
142	3	60
142	4	100
142	5	60
142	6	120
143	1	55
143	2	90
143	3	80
143	4	50
143	5	105
143	6	96
144	1	55
144	2	90
144	3	80
144	4	50
144	5	105
144	6	96
145	1	55
145	2	90
145	3	80
145	4	50
145	5	105
145	6	96
146	1	75
146	2	110
146	3	125
146	4	100
146	5	105
146	6	85
147	1	80
147	2	95
147	3	115
147	4	130
147	5	115
147	6	65
148	1	35
148	2	55
148	3	40
148	4	50
148	5	50
148	6	90
149	1	60
149	2	80
149	3	110
149	4	50
149	5	80
149	6	45
150	1	60
150	2	55
150	3	60
150	4	95
150	5	70
150	6	124
151	1	45
151	2	65
151	3	40
151	4	30
151	5	40
151	6	60
152	1	75
152	2	117
152	3	65
152	4	55
152	5	65
152	6	110
153	1	68
153	2	70
153	3	92
153	4	50
153	5	132
153	6	42
154	1	65
154	2	98
154	3	63
154	4	40
154	5	73
154	6	96
155	1	97
155	2	157
155	3	127
155	4	113
155	5	109
155	6	77
156	1	97
156	2	113
156	3	109
156	4	157
156	5	127
156	6	77
157	1	97
157	2	167
157	3	97
157	4	167
157	5	97
157	6	129
